Word based distribution,Path length,mailto: present,Dash,Is title tag empty,Digit to alphabet ratio,ASN updation date,Tilde,Is English word,Is www present,Domain Age in Days,Is Pronounceable,Levenshtein Distance,Files in URL,Question Mark,Total links,Body tags in source,.js used,Label
1,7,0,0,0,0.125,1,0,1,0,2793,1,0,0,0,0,0,0,1
1,38,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,4,0,1,0,0.0266666666666666,1,0,1,1,2678,0,0,0,2,0,0,0,1
1,7,0,0,0,0.0588235294117647,1,0,1,0,2793,1,0,0,0,0,0,0,1
0,15,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,52,0,0,0,0.032258064516129,0,0,1,1,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0285714285714285,1,0,1,0,3088,0,0,0,0,1,1,0,1
1,8,0,1,0,0.0289855072463768,1,0,1,1,0,0,0,0,2,0,0,0,1
1,122,0,2,0,0.341772151898734,0,0,1,1,3588,0,0,1,1,0,0,0,1
0,11,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,5,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,50,0,0,0,0.431818181818182,1,0,1,0,0,0,0,0,0,0,0,0,1
1,91,0,0,0,0.586666666666667,0,0,1,0,0,0,0,0,0,0,0,0,1
1,19,0,1,0,0.212121212121212,0,0,0,0,0,0,0,0,1,0,0,0,1
1,20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0588235294117647,1,0,1,0,3088,0,0,0,0,1,1,0,1
1,19,0,1,0,0.192982456140351,0,0,0,0,0,0,0,0,1,0,0,0,1
1,34,0,4,0,0.175084175084175,0,0,1,0,0,0,0,0,1,0,0,0,1
0,13,0,0,0,0.0,1,0,1,0,6126,0,0,0,0,0,0,0,1
1,17,0,2,0,0.0224719101123595,0,0,0,1,0,0,0,0,2,0,0,0,1
1,46,0,1,0,0.0333333333333333,0,0,1,0,2225,0,0,0,0,0,0,0,1
0,53,0,2,0,0.0294117647058823,1,0,1,1,0,0,0,0,0,0,0,0,1
0,8,0,0,1,0.111111111111111,1,0,1,0,2204,0,0,0,0,0,1,0,1
0,31,0,0,0,0.02,0,0,1,0,0,0,0,0,0,0,0,0,1
0,18,0,0,0,0.0256410256410256,0,0,1,0,6167,0,0,0,0,0,0,0,1
1,23,0,0,0,0.0,0,0,1,1,4218,0,0,0,0,0,0,0,1
1,8,0,1,0,0.0384615384615384,0,0,0,0,0,0,0,0,2,0,0,0,1
1,33,0,2,0,0.0212765957446808,1,0,0,1,0,0,0,0,0,0,0,0,1
1,51,0,0,0,0.0153846153846153,1,0,1,0,3379,0,0,0,0,0,0,0,1
0,123,0,2,0,0.374193548387097,1,0,1,1,3588,0,0,1,1,0,0,0,1
0,13,0,6,0,1.1264367816092,0,0,1,0,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0285714285714285,0,0,1,0,3088,0,0,0,0,5,1,0,1
1,14,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,38,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,0,1,0,0.0987654320987654,1,0,1,1,0,0,0,0,2,0,0,0,1
1,4,0,0,0,0.0119047619047619,0,0,1,1,0,0,0,0,2,0,0,0,1
0,72,0,1,0,0.804878048780488,0,0,0,0,0,0,0,0,0,0,0,0,1
0,19,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,90,0,1,0,0.0,1,0,0,0,5389,0,0,0,0,0,0,0,1
1,46,0,1,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.09375,0,0,1,0,4261,0,0,0,0,0,0,0,1
1,4,0,1,0,0.0,1,0,0,1,8250,0,0,0,0,0,0,0,1
0,78,0,2,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,23,0,0,0,0.0980392156862745,0,0,1,0,0,0,0,0,1,0,0,0,1
1,38,0,1,0,0.0,1,0,1,0,11810,0,0,0,0,0,0,0,1
0,26,0,0,0,0.0,1,0,1,1,1569,0,0,0,0,0,0,0,1
1,10,0,1,0,0.0289855072463768,0,0,1,0,0,0,0,0,1,0,0,0,1
1,4,0,1,0,0.0357142857142857,1,0,1,1,0,0,0,0,1,0,0,0,1
1,35,0,0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,1
1,141,0,0,0,0.783132530120482,1,0,1,1,5761,0,0,0,0,0,0,0,1
1,8,0,1,0,0.125,1,0,0,1,0,0,0,0,2,0,0,0,1
1,20,0,0,0,0.0285714285714285,0,0,1,0,3088,0,0,0,0,1,1,0,1
1,36,0,0,0,0.0,1,0,1,0,6159,0,0,1,0,0,0,0,1
0,150,0,4,0,0.375757575757576,1,0,1,0,4708,0,8,0,1,0,0,0,1
0,53,0,1,0,0.0294117647058823,1,1,0,1,0,0,29,0,1,0,0,0,1
1,1,0,0,0,0.0,0,0,1,1,0,0,28,0,0,0,0,0,1
1,24,0,0,0,0.111111111111111,0,0,1,1,0,0,9,0,1,0,0,0,1
1,7,0,0,0,0.0588235294117647,1,0,1,0,2793,1,9,0,0,0,0,0,1
1,20,0,1,0,0.0,0,0,1,0,4299,0,43,0,0,0,0,0,1
1,24,0,1,0,0.0147058823529411,1,0,0,0,0,0,22,0,1,0,0,0,1
1,1,0,1,0,0.745454545454546,0,0,1,0,0,0,0,0,0,0,0,0,1
1,50,0,3,0,0.102040816326531,1,0,1,0,4780,0,0,0,2,0,0,0,1
0,25,0,0,0,0.0,0,0,1,0,10031,0,0,0,0,0,0,0,1
0,168,0,1,0,0.621951219512195,1,0,1,0,0,1,0,0,1,0,0,0,1
1,26,0,0,0,1.21052631578947,0,0,1,1,4521,0,0,0,0,0,0,0,1
1,43,0,0,0,0.0,1,0,1,0,2848,0,0,0,0,0,0,0,1
1,10,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0.0357142857142857,0,0,0,0,991,0,0,0,0,1,1,0,1
1,12,0,1,0,0.0,0,0,0,0,3966,0,0,0,0,1,1,0,1
0,27,0,0,0,0.352941176470588,1,0,0,1,0,0,0,0,1,0,0,0,1
0,13,0,0,0,0.169230769230769,1,0,1,0,0,0,0,0,0,0,0,0,1
1,125,0,0,0,0.729411764705882,1,0,1,0,0,0,0,0,0,0,0,0,1
1,21,0,0,0,0.0512820512820512,1,0,1,1,2307,0,0,0,0,0,0,0,1
1,49,0,0,0,0.111111111111111,1,0,1,0,0,1,0,0,0,0,0,0,1
1,16,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,15,0,0,0,0.0,1,0,1,1,3974,0,0,0,0,5,1,0,1
1,21,0,0,0,0.0389610389610389,0,0,1,0,6160,1,0,0,1,0,0,0,1
0,41,0,1,0,0.0,0,0,0,1,5361,0,0,0,0,0,0,0,1
1,21,0,0,0,1.16666666666667,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,0,0,0,1.35714285714286,1,0,1,1,7907,0,0,0,0,0,1,0,1
0,11,0,11,0,0.264285714285714,0,0,0,0,0,0,0,0,1,0,0,0,1
0,42,0,0,0,0.0,1,0,1,0,1110,0,0,0,0,0,0,0,1
1,52,0,0,0,0.511627906976744,0,0,1,0,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0588235294117647,0,0,1,0,3088,0,0,0,0,4,1,0,1
1,15,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,9,0,0,0,0.0,0,0,1,0,6194,0,0,0,0,0,0,0,1
1,8,0,0,0,0.106060606060606,0,0,1,1,0,0,0,0,1,0,0,0,1
1,101,0,1,0,0.730994152046784,0,0,1,1,0,0,0,0,0,0,0,0,1
0,47,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,53,0,0,0,0.0166666666666666,0,0,1,1,0,0,0,0,0,0,0,0,1
1,37,0,0,0,0.0,1,0,1,0,4075,0,0,0,0,0,0,0,1
1,4,0,0,0,0.0119047619047619,0,0,1,1,1650,0,0,0,2,2,1,0,1
1,20,0,0,0,0.0588235294117647,1,0,1,0,3088,0,0,0,0,5,1,0,1
1,34,0,7,0,0.147887323943662,0,0,1,0,0,0,0,0,1,0,0,0,1
1,33,0,0,0,0.851851851851852,1,0,1,0,0,0,0,0,0,0,0,0,1
1,4,0,1,0,0.028169014084507,0,0,1,1,0,0,0,0,2,0,0,0,1
1,13,0,1,0,0.0240963855421686,1,0,1,1,2678,0,0,0,2,0,0,0,1
1,8,0,1,0,0.0135135135135135,0,0,0,0,10305,0,0,0,2,0,0,0,1
1,34,0,1,0,0.239130434782609,1,0,1,0,0,0,0,0,0,0,0,0,1
1,34,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,21,0,1,0,0.180327868852459,1,0,0,0,0,0,0,0,1,0,0,0,1
1,21,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,40,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,20,0,0,0,0.126436781609195,0,0,1,0,0,0,0,0,1,0,0,0,1
1,16,0,0,0,0.0,0,0,1,1,2678,0,0,0,0,0,0,0,1
1,58,0,0,0,0.351851851851852,1,0,1,1,6150,0,0,0,0,0,0,0,1
0,27,0,1,0,0.409090909090909,1,0,0,1,0,0,0,0,1,0,0,0,1
0,27,0,2,0,0.0,1,0,1,1,11810,0,0,0,1,0,0,0,1
0,14,0,1,0,0.073170731707317,0,0,0,0,0,0,0,0,1,0,0,0,1
1,4,0,0,0,0.0,0,0,1,0,7951,0,0,0,1,0,0,0,1
0,43,0,0,0,0.27891156462585,1,0,1,0,0,0,0,0,0,0,0,0,1
1,62,0,0,0,0.278688524590164,0,0,1,1,9266,0,0,0,0,0,0,0,1
0,55,0,3,0,0.0253164556962025,0,0,1,1,0,0,0,0,1,0,0,0,1
0,61,0,1,0,0.0126582278481012,1,0,1,0,2204,0,0,0,1,0,0,0,1
0,27,0,0,0,0.415384615384615,0,0,0,1,0,0,0,0,1,0,0,0,1
1,48,0,0,0,0.339622641509434,0,0,1,0,2022,0,0,0,0,0,0,0,1
1,17,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,34,0,9,0,0.178181818181818,1,0,1,0,0,0,0,0,1,0,0,0,1
1,17,0,0,0,0.0303030303030303,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0,1,0,1,0,11810,0,0,0,0,0,0,0,1
1,10,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,60,0,0,0,0.458333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1
1,25,0,0,0,0.0,0,0,1,1,6459,0,0,0,0,0,1,0,1
1,20,0,0,0,0.0588235294117647,0,0,1,0,3088,0,0,0,0,1,1,0,1
1,8,0,1,0,0.08,0,0,1,1,0,0,0,0,2,0,0,0,1
1,19,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,22,0,0,0,0.0,1,0,1,1,5426,0,0,0,0,0,0,0,1
1,129,0,2,0,0.362745098039216,1,0,0,0,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0,1,0,1,1,3835,0,0,0,0,0,0,0,1
1,1,0,0,0,0.314285714285714,1,0,1,1,0,0,0,0,0,0,0,0,1
1,9,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0303030303030303,0,0,1,0,0,0,0,0,0,0,0,0,1
1,15,0,1,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,5,0,1,0,0.3,1,0,0,0,3633,0,0,0,1,0,0,0,1
1,23,0,1,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,160,0,8,0,0.0067114093959731,0,0,0,1,0,0,0,0,0,0,0,0,1
0,59,0,1,0,0.325925925925926,0,0,1,0,0,0,0,0,0,0,0,0,1
1,8,0,1,0,0.0253164556962025,1,0,1,0,0,0,0,0,1,0,0,0,1
0,20,0,1,0,0.09375,1,0,1,0,0,0,0,0,1,0,0,0,1
1,6,0,0,0,0.0,1,0,1,1,3679,0,0,0,0,0,0,0,1
0,19,0,1,0,0.740384615384615,0,0,1,0,8827,0,0,0,1,0,0,0,1
1,18,0,0,0,0.0285714285714285,1,0,1,0,0,0,0,0,0,0,0,0,1
1,86,0,1,0,0.25,0,0,1,0,3932,0,0,0,0,0,0,0,1
1,55,0,3,0,0.0,0,0,1,0,5670,0,0,0,0,0,0,0,1
0,59,0,1,0,0.639175257731959,0,0,1,0,0,0,0,0,1,0,0,0,1
1,10,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,21,0,1,0,0.360655737704918,0,0,0,0,0,0,0,0,1,0,0,0,1
1,20,0,1,0,0.0105263157894736,1,0,0,0,0,0,0,0,1,0,0,0,1
0,58,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,46,0,2,0,0.0434782608695652,0,0,1,0,4155,0,0,0,1,0,0,0,1
1,63,0,0,0,0.3125,0,0,1,1,0,0,0,0,0,0,0,0,1
1,29,0,1,0,0.0204081632653061,0,0,1,0,4025,0,0,0,0,0,0,0,1
0,17,0,0,0,0.0263157894736842,0,0,0,1,0,0,0,0,0,0,0,0,1
0,14,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4,0,1,0,0.10126582278481,0,0,1,1,0,0,0,0,2,0,0,0,1
1,58,0,0,0,0.658536585365854,0,0,1,1,5494,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0212765957446808,0,0,0,0,3126,0,0,0,0,0,0,0,1
0,15,0,2,0,0.762376237623762,0,0,0,0,4662,0,0,0,1,0,0,0,1
1,24,0,1,0,0.015625,1,0,0,0,0,0,0,0,1,0,0,0,1
1,30,0,0,0,0.113636363636364,1,0,1,0,0,0,0,0,0,0,0,0,1
1,5,0,1,0,0.3,1,0,0,0,3633,0,0,0,1,0,0,0,1
0,38,0,0,1,0.0192307692307692,0,0,1,0,2678,0,0,0,0,0,1,0,1
1,11,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0,0,0,1,1,6684,0,0,0,0,0,0,0,1
1,17,0,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,1
1,52,0,1,0,0.0666666666666666,1,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,2,0,0.493670886075949,0,0,0,0,0,0,0,0,3,0,0,0,1
1,27,0,1,0,0.365853658536585,0,0,0,0,0,0,0,0,0,0,0,0,1
1,15,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,32,0,0,0,0.024390243902439,0,0,1,1,3254,0,0,0,0,0,0,0,1
1,19,0,0,0,0.0,0,0,1,0,11810,0,0,0,0,0,0,0,1
1,20,0,1,0,0.0606060606060606,1,0,0,0,0,0,0,0,0,0,0,0,1
1,22,0,0,0,0.0377358490566037,1,0,1,0,0,0,0,0,1,0,0,0,1
0,15,0,0,0,0.333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,1
1,125,0,0,0,0.719512195121951,1,0,1,0,0,0,0,0,0,0,0,0,1
1,94,0,3,1,0.075268817204301,0,0,0,0,4793,0,0,0,0,0,1,0,1
1,46,0,1,0,0.452380952380952,1,0,1,1,0,0,0,0,0,0,0,0,1
0,27,0,0,0,0.451612903225806,0,0,0,1,0,0,0,0,1,0,0,0,1
1,19,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,14,0,0,0,0.057471264367816,1,0,1,0,0,0,0,0,1,0,0,0,1
1,17,0,1,0,0.0232558139534883,1,0,1,1,8321,0,0,0,2,5,1,0,1
1,21,0,0,0,0.0666666666666666,0,0,1,0,3946,1,15,0,1,0,0,0,1
1,74,0,3,0,0.0113636363636363,0,0,1,1,0,0,17,0,0,0,0,0,1
1,26,0,0,0,0.0,0,0,1,1,6774,0,9,0,0,0,0,0,1
0,56,0,0,0,0.461538461538462,0,0,1,1,0,0,86,0,0,0,0,0,1
1,20,0,0,0,0.0,1,0,1,0,3088,0,10,0,0,5,1,0,1
1,54,0,0,0,0.0,1,0,0,0,0,0,56,0,0,0,0,0,1
0,25,0,0,0,0.353658536585366,1,0,1,0,0,0,0,0,1,0,0,0,1
1,30,0,0,0,0.087719298245614,1,0,1,0,3148,0,0,0,0,0,0,0,1
1,27,0,0,0,0.0833333333333333,0,0,1,0,0,0,0,0,1,0,0,0,1
0,15,0,0,0,0.298245614035088,0,0,1,0,0,0,0,0,1,0,0,0,1
1,8,0,0,0,0.0,1,0,1,1,3630,0,0,0,0,0,0,0,1
0,34,0,1,0,0.0,0,0,1,1,4047,0,0,0,0,0,0,0,1
0,46,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,48,0,0,0,0.479166666666667,0,0,1,0,2204,0,0,0,0,0,0,0,1
1,1,0,0,0,0.185714285714286,0,0,1,0,0,0,0,0,1,0,0,0,1
1,34,0,5,0,0.163879598662207,1,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,5,0,0,0,0.0,0,0,1,0,3835,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,27,0,0,0,0.475409836065574,0,0,0,1,0,0,0,0,1,0,0,0,1
1,41,0,4,0,0.445859872611465,0,0,1,0,0,0,0,0,0,0,0,0,1
0,11,0,0,0,0.333333333333333,0,0,0,0,11810,0,0,0,0,0,0,0,1
1,20,0,0,0,0.125,1,0,1,0,3088,0,0,0,0,5,1,0,1
1,39,0,0,0,0.0204081632653061,1,0,1,1,0,0,0,0,0,0,0,0,1
0,22,0,1,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,11,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,22,0,0,0,0.0612244897959183,0,0,0,0,0,0,0,0,0,0,0,0,1
1,29,0,0,0,0.0,1,0,1,1,11257,0,0,0,0,0,0,0,1
1,70,0,1,0,0.025,1,0,1,1,2307,0,0,0,0,0,0,0,1
0,27,0,0,0,0.0465116279069767,0,0,1,1,2022,0,0,0,0,0,0,0,1
1,9,0,0,0,0.222222222222222,0,0,1,0,8698,0,0,0,0,1,0,0,1
1,4,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0909090909090909,0,0,1,0,3088,0,0,0,0,5,1,0,1
0,18,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,75,0,0,0,0.3125,0,0,1,0,0,0,0,0,1,0,0,0,1
1,8,0,1,0,0.0303030303030303,1,0,1,1,3067,0,0,0,2,0,0,0,1
1,13,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,52,0,6,0,0.233009708737864,1,0,1,0,0,0,0,0,1,0,0,0,1
1,20,0,0,0,0.0285714285714285,1,0,1,0,3088,0,0,0,0,1,1,0,1
0,37,0,0,0,0.0,0,0,1,0,9728,0,0,0,0,0,0,0,1
0,25,0,0,0,0.0,0,0,1,0,11970,0,0,0,0,0,0,0,1
1,13,0,0,0,0.0166666666666666,1,0,1,1,0,0,0,0,1,0,0,0,1
0,14,0,1,0,0.735294117647059,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,2,0,0.0357142857142857,1,0,1,0,4261,0,0,0,0,0,0,0,1
1,21,0,0,0,0.0526315789473684,0,0,1,0,3946,1,0,0,1,0,0,0,1
1,26,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,10,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,19,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,55,0,1,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,18,0,0,0,0.0,0,0,1,0,2225,0,0,0,0,0,0,0,1
1,61,0,0,0,0.2,1,1,1,0,0,0,0,0,1,0,0,0,1
1,23,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,1,0,1,0,0.0208333333333333,0,0,1,0,0,0,0,0,0,0,0,0,1
0,110,0,6,0,0.0,1,0,0,0,2225,0,0,0,0,0,0,0,1
1,96,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,84,0,2,0,0.217054263565891,0,0,0,1,0,0,0,0,1,0,0,0,1
1,5,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,2,0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1
0,20,0,1,0,0.634782608695652,1,0,1,0,0,0,0,0,1,0,0,0,1
1,19,0,0,0,0.0,0,0,1,0,3574,0,0,0,0,2,1,0,1
1,1,0,1,0,0.783783783783784,1,0,1,0,0,0,0,0,1,0,0,0,1
1,20,0,1,0,0.0096153846153846,1,0,0,0,0,0,0,0,1,0,0,0,1
1,40,0,0,0,0.807692307692308,1,0,0,0,0,0,0,0,0,0,0,0,1
1,34,0,6,0,0.153333333333333,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,1,0,0.294871794871795,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,0,0,0,0.0,0,0,1,0,6865,0,0,0,0,0,0,0,1
0,39,0,1,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,6,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,1
1,26,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,21,0,1,0,0.186440677966102,1,0,0,0,0,0,0,0,1,0,0,0,1
1,4,0,0,0,0.108695652173913,0,0,0,0,0,0,0,0,1,0,0,0,1
1,13,0,0,0,0.0138888888888888,1,0,1,0,3588,0,0,0,2,0,0,0,1
1,38,0,1,0,0.575757575757576,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12,0,1,0,0.173913043478261,1,0,0,0,0,0,0,0,0,0,0,0,1
0,18,0,1,0,0.633720930232558,0,0,1,0,2038,0,0,0,1,0,0,0,1
1,34,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,26,0,0,0,0.310344827586207,1,0,1,0,0,0,0,0,1,0,0,0,1
0,40,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,105,0,4,0,0.0309278350515463,0,0,1,0,6690,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0909090909090909,0,0,1,0,3088,0,0,0,0,4,1,0,1
1,25,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,41,0,0,0,0.0,1,0,1,0,4101,0,0,0,0,0,0,0,1
1,34,0,7,0,0.114186851211073,0,0,1,0,6160,0,0,0,1,0,0,0,1
1,13,0,0,0,0.1875,1,0,1,0,0,0,0,0,1,0,0,0,1
1,50,0,2,0,0.582089552238806,1,0,0,1,0,0,0,0,1,0,0,0,1
1,17,0,6,0,0.463917525773196,0,0,1,0,0,0,0,0,0,0,0,0,1
1,54,0,0,0,0.387755102040816,0,0,1,0,0,0,0,0,0,0,0,0,1
1,34,0,6,0,1.06410256410256,0,0,0,0,0,0,0,0,0,0,0,0,1
0,26,0,0,0,0.0212765957446808,0,0,1,0,3588,0,0,0,0,0,0,0,1
1,8,0,2,1,0.0246913580246913,0,0,0,1,3472,0,0,0,2,0,1,0,1
0,53,0,1,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,1
1,20,0,0,0,0.0285714285714285,0,0,1,0,3088,0,0,0,0,5,1,0,1
1,101,0,1,0,0.730994152046784,0,0,1,1,0,0,0,0,0,0,0,0,1
1,21,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,63,0,0,0,0.354838709677419,0,0,1,1,0,0,0,0,0,0,0,0,1
0,27,0,1,0,0.137254901960784,0,0,0,0,0,0,0,0,1,0,0,0,1
0,18,0,0,0,0.0,0,0,1,0,4591,0,0,0,0,0,0,0,1
1,17,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,25,0,1,0,0.091743119266055,0,0,1,0,0,0,0,0,1,0,0,0,1
1,58,0,0,0,0.619047619047619,0,0,1,1,5494,0,0,0,0,0,0,0,1
1,3,0,1,0,0.0277777777777777,0,0,1,1,0,0,0,0,2,0,0,0,1
1,95,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,6,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,34,0,5,0,0.197802197802198,1,0,1,0,0,0,0,0,1,0,0,0,1
1,5,0,1,0,0.3,1,0,0,0,3633,0,0,0,1,0,0,0,1
0,8,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,20,0,0,0,0.0588235294117647,0,0,1,0,3088,0,0,0,0,5,1,0,1
1,16,0,0,0,0.538461538461538,1,0,1,1,2022,0,0,0,0,0,0,0,1
1,12,0,0,0,0.075,1,0,1,0,0,0,0,0,0,0,0,0,1
0,16,0,1,0,0.43859649122807,1,0,1,0,0,0,0,0,1,0,0,0,1
0,28,0,0,0,0.27710843373494,0,0,1,0,0,0,0,0,1,0,0,0,1
0,13,0,8,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,15,0,2,0,0.271186440677966,1,0,1,0,0,0,0,0,0,0,0,0,1
1,17,0,1,0,0.08,0,0,0,0,5458,0,0,0,0,0,0,0,1
1,21,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,24,0,3,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,39,0,1,0,0.0344827586206896,0,0,1,1,3017,0,0,0,0,0,0,0,1
1,40,0,1,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,1
1,14,0,1,0,0.0273972602739726,1,0,1,1,5458,0,0,0,2,0,0,0,1
1,1,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1
0,11,0,1,0,0.539877300613497,0,0,0,1,0,0,0,0,1,0,0,0,1
1,86,0,1,0,0.584415584415584,0,0,1,0,0,0,0,0,1,0,0,0,1
0,14,0,0,0,0.0571428571428571,0,0,1,1,0,0,0,0,1,0,0,0,1
0,33,0,0,0,0.0652173913043478,0,1,0,0,0,0,0,0,0,0,0,0,1
1,27,0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,20,0,1,0,0.0129870129870129,1,0,0,0,0,0,0,0,1,0,0,0,1
1,37,0,0,0,0.0754716981132075,0,0,1,1,0,0,0,0,0,0,0,0,1
1,35,0,1,0,0.0,0,0,0,1,8939,0,0,0,0,0,0,0,1
1,52,0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,53,0,1,0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,1
1,50,0,1,0,0.758620689655172,1,0,1,1,5934,0,0,0,1,0,1,0,1
1,48,0,0,0,0.42,1,0,1,0,2204,0,0,0,0,0,0,0,1
1,69,0,1,0,0.0,0,0,1,0,3340,0,0,0,0,0,0,0,1
1,36,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0.0416666666666666,1,0,0,0,3126,0,0,0,0,0,0,0,1
