Body tags in source,TLD in path,Numeric Character,Percentage Character,Google Search Feature,IP Address,Https in URL,Entropy,Number of parameter,Is English word,Dots,Levenshtein Distance,ASN updation date,Host name length,Total links,Digit to alphabet ratio,Is www present,Label
0,0,4,0,0,1,1,4.45104555822431,0,1,4,0,0,40,0,0.114285714285714,0,1
0,0,14,0,0,0,1,4.77303118531786,0,1,3,0,1,19,0,0.2,0,1
0,0,6,0,0,1,1,4.00799441649887,0,1,3,0,0,40,0,0.1875,0,1
0,0,0,0,0,0,1,4.12126794693938,0,1,3,0,1,14,0,0.0,1,1
0,0,3,0,0,0,1,4.01218840396866,0,0,2,0,0,13,0,0.157894736842105,0,1
0,0,9,0,0,1,1,4.61692832817032,0,1,2,0,1,11,0,0.132352941176471,0,1
0,1,0,0,0,1,1,4.33825906519124,0,1,4,0,1,33,0,0.0,0,1
0,0,3,0,0,0,1,4.27368437626202,0,1,4,0,0,27,0,0.12,0,1
0,0,3,0,0,0,1,4.02369851128112,0,1,4,0,0,37,0,0.0857142857142857,0,1
0,0,23,0,0,0,1,5.35925341792055,0,1,3,0,1,19,0,0.261363636363636,0,1
0,0,0,0,0,0,1,4.00704882778696,0,0,3,0,1,23,0,0.0,0,1
0,0,0,0,0,1,1,4.46957674631639,0,1,4,0,0,36,0,0.0,0,1
0,0,4,4,0,1,1,4.72014393113392,0,1,7,0,0,34,0,0.0547945205479452,0,1
0,0,6,0,0,1,1,4.850820189106,0,1,4,0,1,78,0,0.073170731707317,0,1
0,0,0,0,0,0,1,3.96920728785801,0,1,3,0,0,20,0,0.0,0,1
0,0,3,0,0,0,0,4.40651678246453,0,1,3,0,1,32,0,0.0857142857142857,0,1
0,0,6,0,0,0,0,4.25951419952897,0,0,3,0,0,18,0,0.230769230769231,0,1
0,0,0,0,0,1,1,4.19643934467102,0,1,4,0,1,22,0,0.0,0,1
0,0,0,0,0,1,1,4.19824543467084,0,1,4,0,0,35,0,0.0,0,1
0,0,35,0,0,1,1,4.71733583713549,0,1,4,0,1,20,0,0.875,0,1
0,0,15,0,0,0,0,4.8801842253157,2,1,4,0,1,32,0,0.348837209302326,0,1
1,0,0,0,0,1,1,3.66353275480426,0,1,2,0,1,13,0,0.0,1,1
0,0,0,0,0,1,1,4.09313906222957,0,1,3,0,1,23,0,0.0,0,1
0,0,20,0,0,0,1,4.59384474398375,0,1,4,0,0,51,0,0.714285714285714,0,1
0,0,10,0,0,0,1,4.85443563615707,0,1,4,0,0,27,0,0.123456790123457,0,1
1,0,0,0,0,1,0,3.81437194317963,0,1,3,0,0,22,1,0.0,0,1
0,0,44,0,0,1,1,5.87204778324829,0,0,6,0,1,31,0,0.183333333333333,0,1
0,0,0,0,0,1,1,4.25617463006964,0,1,3,0,0,41,0,0.0,0,1
0,0,15,0,0,1,1,4.88287822555181,0,0,2,0,1,23,0,0.205479452054795,0,1
0,0,0,0,0,1,1,4.2659791299831,0,1,3,0,0,41,0,0.0,0,1
0,0,11,0,0,1,1,4.89381301055983,0,0,4,0,1,80,0,0.159420289855072,0,1
0,1,0,0,0,0,1,4.31351454556269,0,1,4,0,1,45,0,0.0,0,1
0,0,3,0,0,1,1,4.1561983328101,0,1,3,0,1,26,0,0.103448275862069,0,1
0,0,18,0,0,1,1,5.60387750013674,1,1,3,0,1,8,0,0.24,0,1
0,0,3,0,0,1,1,4.31059123716457,0,1,4,0,1,22,0,0.0681818181818181,0,1
0,0,5,0,0,0,1,3.44740150470592,0,0,2,0,0,14,0,0.416666666666667,0,1
0,0,0,0,0,0,0,4.12728313431329,0,1,3,0,0,26,0,0.0,0,1
0,0,0,0,0,1,1,4.20871284432784,0,1,6,0,1,40,0,0.0,0,1
0,0,0,0,0,1,1,3.92921445519922,0,1,2,0,1,22,0,0.0,0,1
0,0,2,0,0,1,1,4.63058110808056,0,1,7,0,0,68,0,0.024390243902439,0,1
0,0,4,0,0,0,0,4.34394270791827,0,0,5,0,0,32,0,0.148148148148148,1,1
1,0,0,0,0,1,1,4.0604166416618,0,1,2,0,1,30,0,0.0,1,1
0,0,0,0,0,1,1,4.2527152789797,0,1,3,0,1,27,0,0.0,0,1
0,0,4,0,0,0,0,4.17527329788597,0,0,4,0,0,29,0,0.16,1,1
0,0,1,0,0,0,1,4.02698683335929,0,0,2,0,1,12,0,0.0526315789473684,0,1
0,0,16,0,0,0,1,4.80540913750174,0,1,3,0,1,20,0,0.205128205128205,0,1
0,0,3,0,0,0,0,4.40651678246453,0,1,3,0,1,32,0,0.0857142857142857,0,1
0,0,0,0,0,0,1,3.77094242174854,0,1,2,0,1,19,0,0.0,0,1
0,0,2,0,0,0,0,4.23069854093942,0,0,4,0,0,53,0,0.0392156862745098,1,1
0,0,0,0,0,0,1,4.17474917267867,0,1,4,0,0,47,0,0.0,0,1
0,0,0,0,0,0,1,3.91574569823106,0,1,4,0,1,27,0,0.0,0,1
0,0,9,0,0,0,1,4.79365495614146,0,1,4,0,1,19,0,0.104651162790698,0,1
0,0,1,0,0,0,0,4.27993118277951,0,1,5,0,1,35,0,0.0188679245283018,0,1
0,0,3,0,0,1,1,4.30425702638814,0,1,3,0,1,30,0,0.103448275862069,0,1
0,0,11,0,0,1,1,4.65055814351691,0,1,4,0,1,54,0,0.234042553191489,0,1
0,0,2,0,0,0,1,4.4718465296608,0,1,4,0,1,30,0,0.0465116279069767,0,1
0,0,0,0,0,0,1,3.85538854220753,0,1,2,0,0,15,0,0.0,0,1
0,0,0,0,0,0,1,4.08153237660641,0,0,3,0,0,24,0,0.0,0,1
0,0,1,0,0,1,1,4.02347159204935,0,1,3,0,0,29,0,0.0344827586206896,0,1
0,0,0,0,0,0,1,3.91825235182308,0,1,3,0,0,22,0,0.0,0,1
0,0,6,0,0,1,1,4.3736489479369,0,1,3,0,0,35,0,0.193548387096774,0,1
0,0,19,0,0,0,1,4.91044408592063,1,1,3,0,1,29,0,0.41304347826087,0,1
0,0,0,0,0,1,1,4.2188837914658,0,1,2,0,0,19,0,0.0,0,1
0,0,0,0,0,0,1,4.0441104177484,0,1,3,0,1,27,0,0.0,0,1
0,0,2,0,0,1,1,4.24849525552541,0,1,3,0,1,24,0,0.0833333333333333,0,1
0,0,7,0,0,1,1,4.70163419345167,0,0,4,0,1,83,0,0.0886075949367088,0,1
0,0,0,0,0,0,1,4.1061983328101,0,0,2,0,1,31,0,0.0,1,1
0,0,3,0,0,0,0,4.40651678246453,0,1,3,0,1,32,0,0.0857142857142857,0,1
0,0,0,0,0,1,1,3.92258957364167,0,1,3,0,1,24,0,0.0,0,1
0,0,0,0,0,0,0,3.44740150470592,0,1,2,0,1,15,0,0.0,0,1
0,0,6,0,0,1,1,4.38396012808926,0,1,4,0,1,38,0,0.181818181818182,0,1
0,0,11,0,0,1,1,4.34131004053374,0,1,3,0,0,29,0,0.423076923076923,0,1
0,0,0,0,0,0,1,4.13847844732783,0,1,4,0,0,82,0,0.0,0,1
0,0,0,0,0,1,1,3.93872187554087,0,1,2,0,1,9,0,0.0,0,1
